Student ID,Name,Age,Gender,10th Grade %,12th Grade %,School Board,Stream in 12th,Favorite Subject,Favorite Subject Marks,Top Scored Subject,Top Subject Marks,Hobby,Problem Solving Skill,Communication Skill,Leadership Skill,Creative Thinking,Analytical Ability,Social Behavior,Preferred Career Paths,Long Term Goal,Recommended Career,Alternative Career Options
STU2395,Luke Lopez,19,Other,98.18,86.26,ICSE,Commerce,Mathematics,70.35,Economics,95.96,Playing Strategy Games,Excellent,Poor,Average,Average,Excellent,Ambivert,Investment Banker,Private Job,Investment Banker,"Stock Broker, Veterinarian"
STU2396,Donna Drake,21,Male,74.69,81.88,State Board,Arts,Psychology,85.92,Psychology,90.65,Reading Psychology Books,Good,Excellent,Excellent,Good,Average,Ambivert,Psychologist/Counselor,Private Job,Psychologist/Counselor,"Stock Broker, Company Secretary (CS)"
STU2397,James Evans,24,Female,84.18,87.52,CBSE,Science PCM,Physics,72.42,Physics,75.15,Building Models,Excellent,Poor,Average,Excellent,Excellent,Introvert,Bachelor of Architecture (B.Arch),Private Job,Bachelor of Architecture (B.Arch),"Nurse, Bank Manager/Officer"
STU2398,Sara Hicks,19,Female,73.75,87.89,CBSE,Commerce,Economics,83.51,Accountancy,83.22,Reading Finance News,Good,Average,Average,Good,Excellent,Extrovert,Cost and Management Accountant (CMA),Private Job,Cost and Management Accountant (CMA),"Civil Engineering, Marine Engineering (Merchant Navy)"
STU2399,Elizabeth Rowe,21,Other,85.57,87.08,ICSE,Science PCB,Biology,81.54,Chemistry,80.56,Storytelling,Excellent,Good,Average,Poor,Poor,Ambivert,Veterinarian,Private Job,Veterinarian,"Social Worker/NGO Manager, Electrical Engineering"
STU2400,Tina Archer,20,Other,87.77,78.4,ICSE,Science PCM,Physics,76.67,Physics,78.14,Robotics,Excellent,Excellent,Good,Good,Excellent,Introvert,Electrical Engineering,Private Job,Electrical Engineering,"Biomedical Engineering, Lawyer (Corporate, Criminal, Civil Law)"
STU2401,Larry Ross,22,Other,83.27,87.69,State Board,Science PCM,Physics,84.18,Mathematics,81.95,DIY Projects,Excellent,Excellent,Poor,Good,Excellent,Ambivert,Electronics & Communication Engineering,Private Job,Electronics & Communication Engineering,"Pharmacist, Tax Consultant"
STU2402,Corey Stewart,20,Other,94.42,75.2,ICSE,Science PCM,Mathematics,78.63,Mathematics,72.51,DIY Projects,Excellent,Excellent,Poor,Good,Excellent,Introvert,Electronics & Communication Engineering,Private Job,Electronics & Communication Engineering,"B.Sc. in Physics, Chemistry, Mathematics, Dietitian/Nutritionist"
STU2403,Keith Craig,20,Other,79.45,62.0,State Board,Commerce,Economics,82.89,Economics,70.79,Reading Success Stories,Excellent,Poor,Excellent,Excellent,Poor,Extrovert,Entrepreneur/Business Owner,Own Business,Entrepreneur/Business Owner,"Mechanical Engineering, Aerospace/Aeronautical Engineering"
STU2404,Richard Daniels,24,Male,68.0,71.36,State Board,Arts,Psychology,87.93,Psychology,96.93,Reading Psychology Books,Good,Excellent,Excellent,Average,Excellent,Ambivert,Psychologist/Counselor,Private Job,Psychologist/Counselor,"Bank Manager/Officer, Electrical Engineering"
STU2405,Daniel Hansen,24,Other,70.39,74.73,State Board,Commerce,Business Studies,72.94,Business Studies,80.43,Sketching Diagrams,Good,Excellent,Good,Excellent,Good,Extrovert,Teacher (Commerce/Economics),Government Job,Teacher (Commerce/Economics),"Indian Army, Navy, Air Force (NDA, CDS, AFCAT), Stock Broker"
STU2406,Jacob Smith,20,Other,73.06,87.75,ICSE,Science PCB,Biology,88.19,Physics,92.45,Solving Puzzles,Excellent,Good,Excellent,Excellent,Excellent,Ambivert,Physiotherapist,Private Job,Physiotherapist,"Lawyer (Corporate, Criminal, Civil Law), Forensic Scientist"
STU2407,Mr. Anthony Rodriguez,22,Other,89.74,94.11,ICSE,Science PCB,Biology,82.24,Biology,94.67,Writing,Good,Poor,Excellent,Average,Excellent,Ambivert,Pharmacist,Private Job,Pharmacist,"Economist, Tax Consultant"
STU2408,John Blair,19,Female,92.39,87.47,State Board,Science PCM,Physics,93.72,Physics,71.54,Gaming,Excellent,Good,Good,Good,Excellent,Extrovert,Electronics & Communication Engineering,Private Job,Electronics & Communication Engineering,"Dentist, Indian Army, Navy, Air Force (NDA, CDS, AFCAT)"
STU2409,Jennifer Meyer,20,Female,80.68,73.41,CBSE,Science PCB,Biology,93.28,Biology,78.66,Reading,Excellent,Average,Average,Good,Excellent,Ambivert,Environmental Scientist,Higher Studies,Environmental Scientist,"Veterinarian, Mechanical Engineering"
STU2410,Michael Chase,19,Other,93.74,92.24,ICSE,Science PCB,Chemistry,92.91,Chemistry,71.43,DIY Projects,Excellent,Excellent,Average,Good,Excellent,Extrovert,Biotechnologist,Higher Studies,Biotechnologist,"Nurse, Aerospace/Aeronautical Engineering"
STU2411,Christopher Juarez,19,Male,60.36,62.48,State Board,Arts,History,80.95,History,81.59,Reading Social Issues,Good,Excellent,Excellent,Poor,Excellent,Extrovert,Social Worker/NGO Manager,Social Impact,Social Worker/NGO Manager,"Tourism & Hospitality Professional (Travel Agent, Event Planner), Environmental Scientist"
STU2412,Amy Wolf,23,Female,80.95,82.0,ICSE,Commerce,Mathematics,71.23,Economics,84.67,Reading Finance News,Excellent,Excellent,Excellent,Poor,Excellent,Extrovert,Investment Banker,Private Job,Investment Banker,"Social Worker/NGO Manager, Indian Army, Navy, Air Force (NDA, CDS, AFCAT)"
STU2413,Jennifer Foster,24,Other,94.53,79.42,CBSE,Science PCM,Physics,76.18,Mathematics,99.62,Coding,Excellent,Excellent,Good,Good,Excellent,Extrovert,Electrical Engineering,Private Job,Electrical Engineering,"Bachelor of Architecture (B.Arch), Pharmacist"
STU2414,Lori Wilson,19,Male,75.73,79.58,ICSE,Arts,History,79.52,Political Science,79.41,Taking Photos,Good,Excellent,Average,Excellent,Good,Extrovert,Journalist/Reporter,Private Job,Journalist/Reporter,"Forensic Scientist, Economist"
STU2415,Janet Cooper,24,Female,87.17,79.84,State Board,Science PCB,Chemistry,95.03,Chemistry,76.03,Social Work,Excellent,Good,Average,Good,Excellent,Introvert,Environmental Scientist,Higher Studies,Environmental Scientist,"Journalist/Reporter, Electrical Engineering"
STU2416,Dr. Deborah Gomez,21,Male,81.34,78.56,CBSE,Science PCB,Biology,86.9,Biology,78.76,Sketching,Good,Good,Average,Average,Excellent,Ambivert,Forensic Scientist,Private Job,Forensic Scientist,"Psychologist/Counselor, Cost and Management Accountant (CMA)"
STU2417,Tiffany Jones,21,Other,81.47,68.62,CBSE,Science PCB,Biology,91.14,Biology,80.54,Storytelling,Good,Excellent,Good,Excellent,Excellent,Introvert,Teacher (Biology/Science),Government Job,Teacher (Biology/Science),"Mechanical Engineering, Bachelor of Architecture (B.Arch)"
STU2418,Chad Cole,24,Male,86.33,90.23,ICSE,Science PCM,Physics,77.11,Mathematics,98.89,Reading Novels,Excellent,Excellent,Average,Good,Excellent,Extrovert,Civil Engineering,Higher Studies,Civil Engineering,"Teacher (Commerce/Economics), Food Technologist"
STU2419,Todd Simpson,20,Male,96.22,75.29,State Board,Science PCM,Physics,99.75,Physics,97.16,Playing Sports,Excellent,Average,Good,Good,Excellent,Ambivert,Mechanical Engineering,Higher Studies,Mechanical Engineering,"Electronics & Communication Engineering, Indian Army, Navy, Air Force (NDA, CDS, AFCAT)"
STU2420,Gregory Saunders,19,Female,87.18,78.47,CBSE,Commerce,Accountancy,83.22,Accountancy,89.33,Organizing Files,Good,Average,Poor,Good,Excellent,Extrovert,Tax Consultant,Private Job,Tax Consultant,"Teacher/Professor (School or College level), Environmental Scientist"
STU2421,Zachary Mcconnell,24,Female,80.04,80.52,CBSE,Commerce,Mathematics,70.52,Accountancy,86.14,Solving Puzzles,Excellent,Excellent,Poor,Excellent,Excellent,Extrovert,Chartered Accountant (CA),Private Job,Chartered Accountant (CA),"Financial Analyst, Doctor"
STU2422,Dale Smith,21,Female,68.47,67.0,ICSE,Science PCB,Biology,78.57,Chemistry,78.26,Storytelling,Good,Excellent,Good,Poor,Poor,Extrovert,Teacher (Biology/Science),Government Job,Teacher (Biology/Science),"Economist, Electrical Engineering"
STU2423,Leon Wagner,22,Other,94.91,88.39,CBSE,Science PCM,Physics,81.76,Mathematics,86.18,Reading Adventure Books,Excellent,Average,Excellent,Good,Excellent,Ambivert,Pilot Training (Commercial Pilot License – CPL),Government Job,Pilot Training (Commercial Pilot License – CPL),"Pharmacist, Food Technologist"
STU2424,Samuel Sanders,21,Other,80.54,78.09,ICSE,Science PCB,Chemistry,78.27,Chemistry,94.7,Storytelling,Good,Excellent,Good,Good,Good,Introvert,Teacher (Biology/Science),Government Job,Teacher (Biology/Science),"Dentist, Electronics & Communication Engineering"
STU2425,Ronald Watts,19,Other,80.44,75.18,CBSE,Commerce,Mathematics,81.18,Accountancy,80.64,Reading Business Magazines,Excellent,Poor,Good,Average,Excellent,Introvert,Chartered Accountant (CA),Private Job,Chartered Accountant (CA),"Pharmacist, Tax Consultant"
STU2426,Christy Shaffer,23,Male,78.82,81.96,State Board,Science PCM,Mathematics,95.01,Mathematics,76.81,DIY Projects,Excellent,Average,Excellent,Good,Excellent,Introvert,Electronics & Communication Engineering,Private Job,Electronics & Communication Engineering,"Mechanical Engineering, Food Technologist"
STU2427,Christopher Greene,20,Female,91.24,86.63,State Board,Science PCB,Biology,84.29,Biology,98.98,Social Work,Excellent,Excellent,Good,Average,Good,Introvert,Doctor,Higher Studies,Doctor,"Teacher (Commerce/Economics), Food Technologist"
STU2428,Andrea Odom,20,Male,74.25,78.45,CBSE,Arts,Geography,94.15,Geography,84.21,Mentoring Younger Students,Good,Excellent,Good,Poor,Good,Extrovert,Teacher/Professor (School or College level),Government Job,Teacher/Professor (School or College level),"Biotechnologist, Economist"
STU2429,Anthony Martin,23,Female,72.96,83.67,CBSE,Commerce,Mathematics,80.46,Economics,87.01,Playing Number Games,Good,Average,Excellent,Good,Excellent,Extrovert,Stock Broker,Private Job,Stock Broker,"Lawyer (Corporate, Criminal, Civil Law), Financial Analyst"
STU2430,Sonya Howard,21,Female,76.4,73.33,CBSE,Commerce,Economics,94.93,Business Studies,96.98,Networking,Excellent,Average,Excellent,Excellent,Good,Introvert,Entrepreneur/Business Owner,Own Business,Entrepreneur/Business Owner,"Mechanical Engineering, Dietitian/Nutritionist"
STU2431,Kim Wilson,20,Male,90.68,96.28,CBSE,Science PCM,Mathematics,71.04,Physics,74.33,Building Model Planes,Excellent,Poor,Good,Good,Excellent,Introvert,Aerospace/Aeronautical Engineering,Higher Studies,Aerospace/Aeronautical Engineering,"Bank Manager/Officer, Mechanical Engineering"
STU2432,Evan Aguirre,19,Other,71.47,75.83,State Board,Arts,History,72.04,History,89.41,Reading Novels,Good,Excellent,Average,Excellent,Excellent,Introvert,Content Writer/Editor,Private Job,Content Writer/Editor,"Civil Engineering, Cost and Management Accountant (CMA)"
STU2433,James Ford,19,Other,91.35,87.74,CBSE,Science PCM,Mathematics,76.35,Mathematics,75.63,Building Model Planes,Excellent,Excellent,Average,Good,Excellent,Extrovert,Aerospace/Aeronautical Engineering,Higher Studies,Aerospace/Aeronautical Engineering,"Cost and Management Accountant (CMA), Teacher (Commerce/Economics)"
STU2434,Patricia Hopkins,20,Female,72.92,77.5,CBSE,Commerce,Economics,99.14,Economics,71.32,Reading Success Stories,Excellent,Poor,Excellent,Excellent,Good,Ambivert,Entrepreneur/Business Owner,Own Business,Entrepreneur/Business Owner,"Tax Consultant, Doctor"
STU2435,Desiree Wilson,20,Male,81.92,65.59,CBSE,Arts,History,80.04,Political Science,79.77,Photography,Good,Excellent,Excellent,Excellent,Good,Ambivert,Journalist/Reporter,Private Job,Journalist/Reporter,"Financial Analyst, Lawyer (Corporate, Criminal, Civil Law)"
STU2436,Kelly Gallegos,24,Male,80.09,85.73,CBSE,Science PCB,Chemistry,95.76,Chemistry,72.93,DIY Projects,Excellent,Excellent,Average,Good,Good,Introvert,Dentist,Private Job,Dentist,"Marine Engineering (Merchant Navy), Financial Analyst"
STU2437,Hunter Ramos,18,Female,83.13,73.4,ICSE,Commerce,Economics,87.49,Economics,87.17,Reading Finance News,Good,Excellent,Good,Excellent,Poor,Extrovert,Bank Manager/Officer,Government Job,Bank Manager/Officer,"Mechanical Engineering, Doctor"
STU2438,Ana David,21,Other,73.0,83.61,CBSE,Arts,History,85.75,History,89.16,Writing Essays,Good,Excellent,Excellent,Poor,Excellent,Introvert,"Lawyer (Corporate, Criminal, Civil Law)",Private Job,"Lawyer (Corporate, Criminal, Civil Law)","Electronics & Communication Engineering, Economist"
STU2439,Sarah Mitchell,23,Female,87.85,79.78,State Board,Science PCM,Mathematics,77.55,Mathematics,94.16,Reading,Excellent,Excellent,Good,Good,Excellent,Extrovert,"B.Sc. in Physics, Chemistry, Mathematics",Higher Studies,"B.Sc. in Physics, Chemistry, Mathematics","Content Writer/Editor, Cost and Management Accountant (CMA)"
STU2440,Maurice Reed,25,Other,75.38,78.88,State Board,Science PCB,Chemistry,90.16,Chemistry,93.72,Social Work,Excellent,Good,Good,Good,Excellent,Extrovert,Environmental Scientist,Higher Studies,Environmental Scientist,"Tax Consultant, Electronics & Communication Engineering"
STU2441,Sean Bass,21,Male,86.84,87.01,ICSE,Science PCM,Mathematics,88.48,Mathematics,86.49,Exploring Maps,Excellent,Good,Poor,Good,Excellent,Extrovert,Marine Engineering (Merchant Navy),Government Job,Marine Engineering (Merchant Navy),"Social Worker/NGO Manager, Electronics & Communication Engineering"
STU2442,James Barber,23,Other,84.86,84.4,State Board,Arts,History,81.64,Psychology,75.71,Listening to Music,Good,Excellent,Poor,Average,Average,Ambivert,Psychologist/Counselor,Private Job,Psychologist/Counselor,"Investment Banker, Entrepreneur/Business Owner"
STU2443,Susan Garcia,18,Female,86.13,83.46,CBSE,Science PCM,Mathematics,99.1,Mathematics,87.45,Robotics,Excellent,Excellent,Poor,Excellent,Excellent,Introvert,Robotics Engineering,Private Job,Robotics Engineering,"Tax Consultant, Financial Analyst"
STU2444,Christian Barber,21,Other,86.72,75.07,ICSE,Science PCB,Biology,88.59,Chemistry,90.56,Social Work,Good,Excellent,Poor,Poor,Good,Ambivert,Nurse,Government Job,Nurse,"Veterinarian, Pharmacist"
STU2445,Daniel Long,19,Male,81.76,75.43,ICSE,Arts,Political Science,99.69,History,79.66,Debating,Good,Excellent,Excellent,Average,Good,Extrovert,"Civil Services Officer (IAS, IPS, IFS)",Government Job,"Civil Services Officer (IAS, IPS, IFS)","B.Sc. in Physics, Chemistry, Mathematics, Homeopath/Ayurvedic Practitioner"
STU2446,Shawn Hunt,24,Male,75.07,83.37,CBSE,Science PCM,Physics,79.1,Mathematics,85.68,DIY Projects,Excellent,Poor,Excellent,Good,Excellent,Ambivert,Electronics & Communication Engineering,Private Job,Electronics & Communication Engineering,"Aerospace/Aeronautical Engineering, Food Technologist"
STU2447,Darius Jones,25,Male,98.36,81.89,State Board,Science PCM,Physics,91.3,Physics,95.79,Sketching,Excellent,Excellent,Excellent,Good,Excellent,Extrovert,Mechanical Engineering,Higher Studies,Mechanical Engineering,"Dietitian/Nutritionist, Civil Engineering"
STU2448,Julie Shaffer,24,Other,70.75,80.98,CBSE,Commerce,Economics,81.03,Economics,79.89,Solving Math Problems,Good,Excellent,Excellent,Average,Excellent,Ambivert,Tax Consultant,Private Job,Tax Consultant,"Biomedical Engineering, Insurance Advisor"
STU2449,Lisa Anderson,22,Female,67.57,76.97,State Board,Science PCM,Physics,96.11,Physics,82.36,Playing Sports,Excellent,Poor,Excellent,Poor,Excellent,Ambivert,"Indian Army, Navy, Air Force (NDA, CDS, AFCAT)",Government Job,"Indian Army, Navy, Air Force (NDA, CDS, AFCAT)","Bachelor of Architecture (B.Arch), Tourism & Hospitality Professional (Travel Agent, Event Planner)"
STU2450,Tonya Daugherty,24,Male,75.78,71.65,State Board,Commerce,Economics,94.96,Economics,72.38,Solving Math Problems,Good,Average,Excellent,Excellent,Excellent,Ambivert,Tax Consultant,Private Job,Tax Consultant,"Doctor, Homeopath/Ayurvedic Practitioner"
STU2451,Andrew Johnson,23,Female,83.02,82.79,CBSE,Science PCB,Chemistry,92.77,Chemistry,94.56,Social Work,Excellent,Good,Good,Poor,Good,Ambivert,Veterinarian,Private Job,Veterinarian,"Physiotherapist, Homeopath/Ayurvedic Practitioner"
STU2452,Dylan Kirby,21,Female,73.6,84.2,ICSE,Science PCB,Biology,74.31,Chemistry,73.68,Storytelling,Good,Excellent,Good,Poor,Excellent,Introvert,Teacher (Biology/Science),Government Job,Teacher (Biology/Science),"Marine Engineering (Merchant Navy), Dentist"
STU2453,Cathy Robles,25,Other,82.74,83.91,State Board,Arts,Political Science,83.62,Political Science,86.8,Reading Legal Cases,Good,Excellent,Average,Excellent,Excellent,Introvert,"Lawyer (Corporate, Criminal, Civil Law)",Private Job,"Lawyer (Corporate, Criminal, Civil Law)","Economist, Psychologist/Counselor"
STU2454,Joseph Jones,21,Female,71.84,84.5,CBSE,Science PCB,Chemistry,79.25,Biology,90.06,Social Work,Good,Excellent,Good,Excellent,Good,Ambivert,Nurse,Government Job,Nurse,"Company Secretary (CS), Veterinarian"
STU2455,William Walton,18,Female,75.27,82.78,ICSE,Science PCB,Biology,84.83,Chemistry,82.8,Reading,Good,Excellent,Good,Excellent,Excellent,Ambivert,Dietitian/Nutritionist,Private Job,Dietitian/Nutritionist,"Stock Broker, Marine Engineering (Merchant Navy)"
STU2456,Elizabeth Perry,21,Male,79.36,81.39,ICSE,Science PCB,Biology,94.97,Biology,74.61,Sketching,Good,Poor,Average,Excellent,Excellent,Ambivert,Forensic Scientist,Private Job,Forensic Scientist,"Teacher (Biology/Science), Psychologist/Counselor"
STU2457,Cory Harris,23,Female,85.74,75.96,CBSE,Science PCM,Mathematics,95.68,Physics,97.69,DIY Projects,Excellent,Poor,Excellent,Good,Excellent,Extrovert,Mechanical Engineering,Higher Studies,Mechanical Engineering,"Aerospace/Aeronautical Engineering, Economist"
STU2458,Cameron Guerra,22,Male,71.71,81.85,State Board,Commerce,Economics,70.27,Economics,84.41,Stock Simulations,Good,Good,Average,Excellent,Excellent,Introvert,Stock Broker,Private Job,Stock Broker,"Bachelor of Architecture (B.Arch), Bank Manager/Officer"
STU2459,Katie Spears,25,Male,73.59,79.39,ICSE,Science PCM,Physics,98.04,Physics,96.62,Playing Sports,Excellent,Poor,Good,Good,Excellent,Ambivert,Pilot Training (Commercial Pilot License – CPL),Government Job,Pilot Training (Commercial Pilot License – CPL),"Stock Broker, Social Worker/NGO Manager"
STU2460,Kyle Chapman,22,Other,86.71,91.5,State Board,Science PCB,Biology,82.23,Biology,75.71,Sketching,Good,Good,Good,Poor,Excellent,Ambivert,Pharmacist,Private Job,Pharmacist,"Lawyer (Corporate, Criminal, Civil Law), Pilot Training (Commercial Pilot License – CPL)"
STU2461,Melinda Griffin,24,Male,78.31,80.01,CBSE,Arts,History,90.73,History,94.47,Editing Essays,Average,Excellent,Excellent,Excellent,Average,Extrovert,Content Writer/Editor,Private Job,Content Writer/Editor,"Tourism & Hospitality Professional (Travel Agent, Event Planner), Civil Services Officer (IAS, IPS, IFS)"
STU2462,Samuel Avila,20,Other,85.76,87.46,CBSE,Arts,History,89.0,History,88.43,Writing Essays,Good,Excellent,Poor,Good,Excellent,Extrovert,"Lawyer (Corporate, Criminal, Civil Law)",Private Job,"Lawyer (Corporate, Criminal, Civil Law)","Civil Engineering, Cost and Management Accountant (CMA)"
STU2463,Richard Hanson,21,Other,75.5,82.92,State Board,Commerce,Economics,84.82,Accountancy,88.57,Budget Planning,Good,Good,Excellent,Average,Excellent,Extrovert,Cost and Management Accountant (CMA),Private Job,Cost and Management Accountant (CMA),"Public Relations Officer, Pharmacist"
STU2464,William Perez,20,Male,81.42,70.16,State Board,Arts,History,70.54,Political Science,83.56,Writing Essays,Good,Excellent,Poor,Poor,Excellent,Introvert,"Lawyer (Corporate, Criminal, Civil Law)",Private Job,"Lawyer (Corporate, Criminal, Civil Law)","Chartered Accountant (CA), Teacher (Commerce/Economics)"
STU2465,Cheryl Sherman,24,Female,89.28,83.52,CBSE,Science PCM,Physics,74.89,Mathematics,72.7,Sketching,Excellent,Average,Excellent,Poor,Excellent,Extrovert,"Indian Army, Navy, Air Force (NDA, CDS, AFCAT)",Government Job,"Indian Army, Navy, Air Force (NDA, CDS, AFCAT)","Company Secretary (CS), Forensic Scientist"
STU2466,Troy Peterson,19,Male,88.85,85.65,State Board,Science PCB,Chemistry,70.04,Chemistry,75.33,Reading,Good,Excellent,Excellent,Poor,Excellent,Ambivert,Nurse,Government Job,Nurse,"Investment Banker, Bachelor of Architecture (B.Arch)"
STU2467,Corey Valencia,19,Other,81.47,70.8,CBSE,Science PCM,Physics,89.29,Mathematics,80.56,Drawing,Excellent,Poor,Good,Excellent,Excellent,Ambivert,Bachelor of Architecture (B.Arch),Private Job,Bachelor of Architecture (B.Arch),"Lawyer (Corporate, Criminal, Civil Law), Pilot Training (Commercial Pilot License – CPL)"
STU2468,Taylor Bishop,23,Female,77.17,74.39,State Board,Arts,History,90.66,History,98.87,Photography,Good,Excellent,Poor,Excellent,Poor,Ambivert,Journalist/Reporter,Private Job,Journalist/Reporter,"Veterinarian, Social Worker/NGO Manager"
STU2469,Michelle Peterson,19,Female,67.57,72.37,ICSE,Arts,Political Science,97.46,History,85.49,Photography,Good,Excellent,Excellent,Excellent,Poor,Ambivert,Journalist/Reporter,Private Job,Journalist/Reporter,"Economist, Nurse"
STU2470,Ricardo Daniels,24,Female,91.01,79.83,CBSE,Science PCM,Physics,88.1,Mathematics,75.73,DIY Projects,Excellent,Excellent,Average,Good,Excellent,Introvert,Electronics & Communication Engineering,Private Job,Electronics & Communication Engineering,"Psychologist/Counselor, Pharmacist"
STU2471,Christopher Huang,18,Other,80.76,87.49,CBSE,Science PCB,Chemistry,76.12,Chemistry,98.85,Traveling,Excellent,Excellent,Average,Good,Excellent,Ambivert,Environmental Scientist,Higher Studies,Environmental Scientist,"Mechanical Engineering, Marine Engineering (Merchant Navy)"
STU2472,Deborah Johnson,22,Male,87.66,72.03,State Board,Science PCB,Physics,81.73,Physics,99.16,Solving Puzzles,Excellent,Good,Average,Average,Good,Introvert,Physiotherapist,Private Job,Physiotherapist,"Electronics & Communication Engineering, Financial Analyst"
STU2473,Shannon Wood,21,Male,84.64,76.98,CBSE,Science PCM,Physics,79.96,Physics,97.18,Robotics,Excellent,Average,Excellent,Good,Excellent,Introvert,Electronics & Communication Engineering,Private Job,Electronics & Communication Engineering,"Insurance Advisor, Public Relations Officer"
STU2474,Sandra Bailey,24,Other,85.65,78.14,State Board,Science PCB,Biology,79.99,Chemistry,96.33,Writing,Good,Poor,Good,Average,Excellent,Ambivert,Forensic Scientist,Private Job,Forensic Scientist,"Tax Consultant, Biomedical Engineering"
STU2475,Christina Padilla,20,Male,86.89,83.2,State Board,Commerce,Mathematics,79.83,Mathematics,94.59,Reading Finance News,Excellent,Average,Poor,Average,Excellent,Introvert,Financial Analyst,Private Job,Financial Analyst,"Electronics & Communication Engineering, Public Relations Officer"
STU2476,Michael Snow,24,Other,77.67,72.72,ICSE,Arts,History,77.13,History,73.4,Sketching Diagrams,Good,Excellent,Good,Good,Poor,Extrovert,Teacher/Professor (School or College level),Government Job,Teacher/Professor (School or College level),"Electrical Engineering, Social Worker/NGO Manager"
STU2477,Sarah Barnes,19,Other,81.93,70.17,CBSE,Arts,Geography,85.82,History,96.57,Reading Educational Books,Good,Excellent,Good,Excellent,Poor,Ambivert,Teacher/Professor (School or College level),Government Job,Teacher/Professor (School or College level),"Robotics Engineering, Tourism & Hospitality Professional (Travel Agent, Event Planner)"
STU2478,Michelle Price,18,Male,76.21,81.95,State Board,Arts,Political Science,94.59,History,73.67,Storytelling,Good,Excellent,Good,Excellent,Excellent,Extrovert,Public Relations Officer,Private Job,Public Relations Officer,"Investment Banker, Insurance Advisor"
STU2479,Kenneth Thornton,18,Other,74.19,89.4,State Board,Commerce,Accountancy,81.26,Business Studies,87.68,Organizing Events,Good,Excellent,Excellent,Good,Good,Ambivert,Company Secretary (CS),Private Job,Company Secretary (CS),"Pharmacist, Food Technologist"
STU2480,Kayla Davis,24,Other,80.99,88.81,ICSE,Science PCB,Biology,70.55,Biology,79.82,Traveling,Excellent,Average,Average,Good,Excellent,Ambivert,Environmental Scientist,Higher Studies,Environmental Scientist,"Food Technologist, Teacher (Biology/Science)"
STU2481,Mariah Hudson,22,Male,84.22,91.43,CBSE,Science PCM,Physics,98.53,Mathematics,80.78,Robotics,Excellent,Good,Good,Good,Excellent,Introvert,Electrical Engineering,Private Job,Electrical Engineering,"Economist, Physiotherapist"
STU2482,Joanne Myers,19,Female,84.38,94.24,ICSE,Science PCM,Mathematics,91.29,Mathematics,79.78,Sketching,Excellent,Average,Poor,Good,Excellent,Ambivert,Mechanical Engineering,Higher Studies,Mechanical Engineering,"Pilot Training (Commercial Pilot License – CPL), Lawyer (Corporate, Criminal, Civil Law)"
STU2483,Kyle Massey,24,Female,89.03,71.56,CBSE,Commerce,Economics,96.73,Economics,98.84,Stock Simulations,Good,Poor,Poor,Average,Excellent,Extrovert,Stock Broker,Private Job,Stock Broker,"Pharmacist, Lawyer (Corporate, Criminal, Civil Law)"
STU2484,Samantha Kirby,24,Male,86.31,89.48,State Board,Science PCB,Chemistry,91.86,Chemistry,78.91,Reading,Excellent,Excellent,Poor,Good,Good,Ambivert,Dentist,Private Job,Dentist,"Pilot Training (Commercial Pilot License – CPL), B.Sc. in Physics, Chemistry, Mathematics"
STU2485,Daniel Evans,18,Other,79.35,94.21,ICSE,Science PCM,Mathematics,76.57,Physics,95.03,Reading Adventure Books,Excellent,Poor,Average,Good,Excellent,Ambivert,Pilot Training (Commercial Pilot License – CPL),Government Job,Pilot Training (Commercial Pilot License – CPL),"Mechanical Engineering, Teacher/Professor (School or College level)"
STU2486,Justin Huffman,25,Other,90.99,82.68,ICSE,Science PCB,Biology,72.35,Chemistry,70.75,Reading,Excellent,Good,Poor,Good,Excellent,Introvert,Biotechnologist,Higher Studies,Biotechnologist,"Economist, Financial Analyst"
STU2487,Ashley Bray,18,Other,74.96,83.18,State Board,Science PCB,Biology,93.1,Biology,88.43,Social Work,Good,Excellent,Excellent,Good,Excellent,Introvert,Nurse,Government Job,Nurse,"Physiotherapist, Forensic Scientist"
STU2488,Cathy Turner,19,Other,80.67,81.61,State Board,Commerce,Accountancy,70.76,Accountancy,93.17,Budget Planning,Good,Excellent,Poor,Average,Excellent,Extrovert,Cost and Management Accountant (CMA),Private Job,Cost and Management Accountant (CMA),"Environmental Scientist, Mechanical Engineering"
STU2489,Whitney Hickman,21,Other,80.85,74.72,CBSE,Arts,History,81.32,Geography,71.26,Mentoring Younger Students,Good,Excellent,Good,Good,Excellent,Extrovert,Teacher/Professor (School or College level),Government Job,Teacher/Professor (School or College level),"Tourism & Hospitality Professional (Travel Agent, Event Planner), Lawyer (Corporate, Criminal, Civil Law)"
STU2490,Molly Brooks,24,Other,71.43,83.88,ICSE,Arts,Geography,72.98,History,96.97,Sketching Diagrams,Good,Excellent,Good,Average,Poor,Extrovert,Teacher/Professor (School or College level),Government Job,Teacher/Professor (School or College level),"Cost and Management Accountant (CMA), Electronics & Communication Engineering"
STU2491,Alexa Santos,20,Male,81.37,82.85,State Board,Science PCM,Mathematics,85.52,Biology,79.55,Reading Novels,Average,Average,Good,Poor,Excellent,Ambivert,Insurance Advisor,Government Job,Insurance Advisor,"Economist, Chartered Accountant (CA)"
STU2492,Jill Scott,20,Other,88.29,77.4,State Board,Science PCM,Physics,83.6,Mathematics,78.25,Exploring Maps,Excellent,Excellent,Good,Good,Excellent,Extrovert,Marine Engineering (Merchant Navy),Government Job,Marine Engineering (Merchant Navy),"Content Writer/Editor, Robotics Engineering"
